product_id,product_name,department,brand,price,stock_quantity,units_sold,restock_date,location_aisle
1322,Carpet Tile,Flooring,Style Selections,134.8,136,10,2025-05-13,Aisle 14
1323,Faucet,Bath,Moen,42.91,7,34,2025-05-12,Aisle 12
1324,Concrete Mix,Building Materials,Top Choice,145.19,161,2,2025-05-11,Outside Yard
1325,Sprinkler,Outdoors,Flexon,160.2,153,43,2025-05-21,Aisle 23
1326,Concrete Mix,Building Materials,Top Choice,146.75,126,1,2025-05-16,Outside Yard
1327,Drywall Sheet,Building Materials,Top Choice,104.83,32,39,2025-05-16,Outside Yard
1328,Smart Thermostat,Home Automation,Ring,6.52,32,34,2025-05-11,Aisle 27
1329,Concrete Mix,Building Materials,Top Choice,98.12,160,48,2025-05-22,Outside Yard
1330,Shower Head,Bath,Delta,239.02,90,37,2025-05-21,Aisle 21
1331,Concrete Mix,Building Materials,Severe Weather,207.14,116,49,2025-05-16,Outside Yard
1332,Floor Tile,Flooring,Style Selections,28.8,152,21,2025-05-17,Aisle 28
1333,Box Fan,Fans,Honeywell,219.42,66,50,2025-05-21,Aisle 3
1334,Vanity Top,Bath,Kohler,16.51,163,45,2025-05-19,Aisle 21
1335,Faucet,Bath,Moen,49.78,85,4,2025-05-19,Aisle 3
1336,Pedestal Fan,Fans,Hunter,30.22,149,12,2025-05-22,Aisle 5
1337,Plant Food,Garden,Miracle-Gro,105.64,44,14,2025-05-09,Aisle 4
1338,Lawn Fertilizer,Garden,Scotts,70.14,115,33,2025-05-17,Aisle 30
1339,Smart Lock,Home Automation,Nest,51.44,103,13,2025-05-22,Aisle 1
1340,Weed Killer,Garden,Miracle-Gro,99.68,84,16,2025-05-20,Aisle 25
1341,Smart Bulb,Lighting,Philips,215.05,55,34,2025-05-19,Aisle 23
1342,Smart Lock,Home Automation,Ring,119.19,33,46,2025-05-18,Aisle 2
1343,Garden Hose,Outdoors,Rain Bird,180.12,36,14,2025-05-12,Aisle 18
1344,Lumber,Building Materials,Top Choice,87.71,157,29,2025-05-21,Outside Yard
1345,Patio Heater,Outdoors,Flexon,200.19,40,17,2025-05-15,Aisle 4
1346,Garden Hose,Outdoors,Rain Bird,24.74,52,12,2025-05-11,Aisle 25
1347,Doorbell Camera,Home Automation,Ring,115.92,22,2,2025-05-15,Aisle 10
1348,Laminate Flooring,Flooring,TrafficMaster,58.94,23,15,2025-05-10,Aisle 9
1349,Chandelier,Lighting,Philips,13.51,64,21,2025-05-18,Aisle 13
1350,Hammer Drill,Tools,Milwaukee,92.26,199,15,2025-05-19,Aisle 22
1351,Security Camera,Home Automation,Ecobee,38.18,105,47,2025-05-20,Aisle 15
1352,Smart Bulb,Lighting,Commercial Electric,201.74,94,13,2025-05-21,Aisle 29
1353,Interior Paint - Eggshell,Paint,HGTV Home,192.7,104,30,2025-05-18,Aisle 9
1354,Security Camera,Home Automation,Ring,218.64,5,6,2025-05-14,Aisle 7
1355,Lumber,Building Materials,TuffBlock,100.37,131,17,2025-05-09,Outside Yard
1356,Lawn Fertilizer,Garden,Scotts,47.38,109,9,2025-05-12,Aisle 10
1357,Vanity Top,Bath,Delta,240.67,23,23,2025-05-09,Aisle 13
1358,Wood Fence Panel,Building Materials,Top Choice,225.14,194,3,2025-05-18,Outside Yard
1359,Concrete Mix,Building Materials,Severe Weather,166.22,82,24,2025-05-13,Outside Yard
1360,Cordless Drill,Tools,Milwaukee,234.43,37,17,2025-05-09,Aisle 18
1361,Spray Paint,Paint,Valspar,148.4,190,23,2025-05-13,Aisle 11
1362,Ceiling Fan,Fans,Harbor Breeze,141.43,67,35,2025-05-09,Aisle 1
1363,Weed Killer,Garden,Roundup,36.45,107,9,2025-05-20,Aisle 10
1364,Primer,Paint,HGTV Home,143.99,191,20,2025-05-09,Aisle 18
1365,Primer,Paint,Valspar,244.01,123,20,2025-05-20,Aisle 11
1366,Work Light,Tools,DEWALT,211.57,10,17,2025-05-10,Aisle 30
1367,Exterior Paint - Satin,Paint,Rust-Oleum,211.13,16,28,2025-05-11,Aisle 23
1368,Weed Killer,Garden,Roundup,129.24,90,14,2025-05-17,Aisle 6
1369,Ceiling Fan,Fans,Harbor Breeze,48.52,13,6,2025-05-11,Aisle 27
1370,Shower Head,Bath,Moen,20.47,146,39,2025-05-18,Aisle 3
1371,Mulch Bag,Garden,Scotts,82.91,142,10,2025-05-15,Aisle 5
1372,Floor Tile,Flooring,TrafficMaster,48.78,33,33,2025-05-22,Aisle 17
1373,Doorbell Camera,Home Automation,Ring,35.3,174,19,2025-05-16,Aisle 18
1374,Exterior Paint - Satin,Paint,HGTV Home,118.45,104,44,2025-05-19,Aisle 7
1375,Smart Bulb,Lighting,Commercial Electric,118.47,118,16,2025-05-09,Aisle 1
1376,LED Ceiling Light,Lighting,GE,243.79,24,3,2025-05-09,Aisle 23
1377,Mulch Bag,Garden,Roundup,169.21,4,42,2025-05-16,Aisle 10
1378,Box Fan,Fans,Harbor Breeze,117.21,104,9,2025-05-12,Aisle 16
1379,Ceiling Fan,Fans,Harbor Breeze,164.21,32,10,2025-05-22,Aisle 21
1380,Drywall Sheet,Building Materials,Top Choice,173.03,192,35,2025-05-19,Outside Yard
1381,Work Light,Tools,DEWALT,150.42,45,29,2025-05-18,Aisle 11
1382,Toilet,Bath,Kohler,130.1,198,46,2025-05-10,Aisle 1
1383,Work Light,Tools,DEWALT,66.77,3,25,2025-05-14,Aisle 11
1384,Faucet,Bath,Moen,236.18,196,19,2025-05-19,Aisle 27
1385,Floor Tile,Flooring,Style Selections,193.53,10,21,2025-05-14,Aisle 4
1386,Smart Lock,Home Automation,Ecobee,59.31,39,19,2025-05-17,Aisle 29
1387,Ceiling Fan,Fans,Hunter,142.4,94,25,2025-05-17,Aisle 22
1388,Ceiling Fan,Fans,Hunter,202.69,25,13,2025-05-18,Aisle 18
1389,Mulch Bag,Garden,Roundup,126.58,43,20,2025-05-10,Aisle 28
1390,Patio Heater,Outdoors,Rain Bird,213.91,172,46,2025-05-22,Aisle 8
1391,Drywall Sheet,Building Materials,TuffBlock,237.01,11,38,2025-05-15,Outside Yard
1392,Tower Fan,Fans,Honeywell,217.45,71,40,2025-05-18,Aisle 8
1393,Security Camera,Home Automation,Ring,172.41,179,39,2025-05-12,Aisle 5
1394,Spray Paint,Paint,Valspar,194.88,29,11,2025-05-14,Aisle 20
1395,Laminate Flooring,Flooring,TrafficMaster,10.04,82,35,2025-05-13,Aisle 3
1396,Work Light,Tools,Craftsman,213.39,94,13,2025-05-10,Aisle 10
1397,Security Camera,Home Automation,Ring,214.92,69,44,2025-05-21,Aisle 23
1398,Vinyl Plank,Flooring,Style Selections,97.38,105,14,2025-05-15,Aisle 1
1399,LED Ceiling Light,Lighting,Commercial Electric,33.36,168,0,2025-05-18,Aisle 3
1400,Lumber,Building Materials,Severe Weather,134.05,47,0,2025-05-21,Outside Yard
1401,Concrete Mix,Building Materials,Severe Weather,213.92,59,35,2025-05-13,Outside Yard
1402,Exterior Paint - Satin,Paint,HGTV Home,31.99,116,45,2025-05-12,Aisle 23
1403,Spray Paint,Paint,Rust-Oleum,189.68,58,44,2025-05-13,Aisle 3
1404,Smart Lock,Home Automation,Ecobee,56.64,173,35,2025-05-11,Aisle 16
1405,Laminate Flooring,Flooring,Pergo,217.08,0,10,2025-05-10,Aisle 8
1406,Drywall Sheet,Building Materials,Severe Weather,89.4,82,44,2025-05-11,Outside Yard
1407,Chandelier,Lighting,Philips,34.04,111,10,2025-05-19,Aisle 20
1408,Spray Paint,Paint,Rust-Oleum,219.18,26,27,2025-05-16,Aisle 24
1409,Pedestal Fan,Fans,Hunter,145.94,73,2,2025-05-21,Aisle 18
1410,Tower Fan,Fans,Harbor Breeze,191.26,8,1,2025-05-10,Aisle 1
1411,Faucet,Bath,Delta,127.96,77,33,2025-05-13,Aisle 13
1412,Garden Hose,Outdoors,Rain Bird,227.03,104,33,2025-05-21,Aisle 19
1413,Lumber,Building Materials,TuffBlock,14.51,80,48,2025-05-09,Outside Yard
1414,Shower Head,Bath,Delta,158.62,36,7,2025-05-18,Aisle 3
1415,Garden Hose,Outdoors,Flexon,31.71,157,47,2025-05-16,Aisle 7
1416,Pedestal Fan,Fans,Harbor Breeze,119.04,20,7,2025-05-17,Aisle 15
1417,Weed Killer,Garden,Miracle-Gro,211.5,119,32,2025-05-16,Aisle 11
1418,Smart Lock,Home Automation,Nest,144.82,71,46,2025-05-16,Aisle 12
1419,Vinyl Plank,Flooring,TrafficMaster,210.96,5,6,2025-05-21,Aisle 3
1420,Cordless Drill,Tools,DEWALT,162.67,192,49,2025-05-15,Aisle 17
1421,Concrete Mix,Building Materials,TuffBlock,58.64,174,34,2025-05-13,Outside Yard
1422,Spray Paint,Paint,Valspar,97.52,159,14,2025-05-17,Aisle 4
1423,Spray Paint,Paint,Valspar,189.48,76,46,2025-05-17,Aisle 15
1424,Primer,Paint,Valspar,129.31,181,32,2025-05-19,Aisle 29
1425,Box Fan,Fans,Harbor Breeze,64.49,149,24,2025-05-20,Aisle 19
1426,Hammer Drill,Tools,DEWALT,197.31,163,10,2025-05-10,Aisle 23
1427,Primer,Paint,Rust-Oleum,39.55,176,26,2025-05-16,Aisle 20
1428,Box Fan,Fans,Harbor Breeze,60.55,138,44,2025-05-10,Aisle 14
1429,Garden Hose,Outdoors,Flexon,92.59,96,49,2025-05-14,Aisle 18
1430,Ceiling Fan,Fans,Harbor Breeze,30.85,186,5,2025-05-13,Aisle 16
1431,Toilet,Bath,Delta,181.52,160,13,2025-05-18,Aisle 16
1432,Mulch Bag,Garden,Roundup,100.15,177,45,2025-05-11,Aisle 12
1433,Pedestal Fan,Fans,Harbor Breeze,220.08,70,16,2025-05-21,Aisle 21
1434,Lumber,Building Materials,TuffBlock,74.69,129,11,2025-05-10,Outside Yard
1435,Box Fan,Fans,Harbor Breeze,180.78,123,29,2025-05-21,Aisle 8
1436,Wood Fence Panel,Building Materials,Severe Weather,148.3,30,34,2025-05-09,Outside Yard
1437,Cordless Drill,Tools,Craftsman,215.93,136,8,2025-05-19,Aisle 25
1438,Shower Head,Bath,Moen,215.52,99,26,2025-05-20,Aisle 21
1439,Lumber,Building Materials,Severe Weather,9.5,190,44,2025-05-11,Outside Yard
1440,Exterior Paint - Satin,Paint,Valspar,16.69,47,23,2025-05-18,Aisle 23
1441,Doorbell Camera,Home Automation,Ring,36.1,181,10,2025-05-17,Aisle 3
1442,Work Light,Tools,Craftsman,175.7,35,11,2025-05-12,Aisle 25
1443,Floor Tile,Flooring,Style Selections,147.17,56,15,2025-05-11,Aisle 29
1444,LED Ceiling Light,Lighting,GE,78.42,100,20,2025-05-12,Aisle 17
1445,Lawn Fertilizer,Garden,Scotts,70.31,114,49,2025-05-09,Aisle 17
1446,Spray Paint,Paint,HGTV Home,191.54,147,38,2025-05-17,Aisle 20
1447,Toilet,Bath,Moen,46.61,179,45,2025-05-22,Aisle 29
1448,Smart Lock,Home Automation,Ecobee,75.38,32,38,2025-05-16,Aisle 21
1449,Box Fan,Fans,Harbor Breeze,85.7,169,45,2025-05-12,Aisle 30
1450,Plant Food,Garden,Scotts,161.61,168,30,2025-05-15,Aisle 18
1451,Security Camera,Home Automation,Ring,143.42,1,20,2025-05-22,Aisle 4
1452,Garden Hose,Outdoors,Ortho,153.21,22,13,2025-05-11,Aisle 18
1453,Laminate Flooring,Flooring,Style Selections,193.77,194,44,2025-05-09,Aisle 6
1454,Interior Paint - Eggshell,Paint,HGTV Home,121.37,51,7,2025-05-18,Aisle 18
1455,Patio Heater,Outdoors,Flexon,241.34,96,45,2025-05-14,Aisle 9
1456,Patio Heater,Outdoors,Rain Bird,99.39,144,18,2025-05-13,Aisle 9
1457,Security Camera,Home Automation,Nest,65.08,165,15,2025-05-22,Aisle 24
1458,Security Camera,Home Automation,Ecobee,47.68,142,16,2025-05-12,Aisle 5
1459,LED Ceiling Light,Lighting,Philips,90.3,185,32,2025-05-16,Aisle 30
1460,Wood Fence Panel,Building Materials,TuffBlock,85.36,26,1,2025-05-12,Outside Yard
1461,Work Light,Tools,DEWALT,245.55,8,46,2025-05-17,Aisle 13
1462,Pedestal Fan,Fans,Honeywell,132.13,194,25,2025-05-11,Aisle 27
1463,Sprinkler,Outdoors,Rain Bird,13.06,109,24,2025-05-18,Aisle 12
1464,Spray Paint,Paint,Valspar,65.18,137,19,2025-05-13,Aisle 11
1465,Plant Food,Garden,Roundup,174.28,156,48,2025-05-21,Aisle 25
1466,Plant Food,Garden,Roundup,81.04,104,46,2025-05-20,Aisle 16
1467,Box Fan,Fans,Honeywell,10.54,115,47,2025-05-19,Aisle 5
1468,Exterior Paint - Satin,Paint,Valspar,187.55,30,14,2025-05-22,Aisle 19
1469,Interior Paint - Eggshell,Paint,Rust-Oleum,165.57,142,49,2025-05-18,Aisle 24
1470,LED Ceiling Light,Lighting,Philips,141.83,151,39,2025-05-14,Aisle 29
1471,Tower Fan,Fans,Honeywell,240.3,16,5,2025-05-13,Aisle 30
1472,Wall Sconce,Lighting,Commercial Electric,26.16,156,3,2025-05-15,Aisle 26
1473,Spray Paint,Paint,Rust-Oleum,155.65,192,31,2025-05-21,Aisle 10
1474,Toilet,Bath,Moen,183.47,62,36,2025-05-15,Aisle 9
1475,Chandelier,Lighting,Commercial Electric,125.48,10,15,2025-05-16,Aisle 2
1476,Ceiling Fan,Fans,Hunter,77.65,122,17,2025-05-14,Aisle 13
1477,Security Camera,Home Automation,Ring,241.73,108,17,2025-05-16,Aisle 30
1478,Concrete Mix,Building Materials,Top Choice,176.62,10,39,2025-05-19,Outside Yard
1479,Laminate Flooring,Flooring,Style Selections,102.5,69,10,2025-05-19,Aisle 13
1480,Floor Tile,Flooring,Style Selections,199.69,40,5,2025-05-11,Aisle 18
1481,Patio Heater,Outdoors,Ortho,165.65,81,21,2025-05-13,Aisle 28
1482,Garden Hose,Outdoors,Ortho,224.97,93,38,2025-05-19,Aisle 8
1483,Chandelier,Lighting,Philips,20.49,117,30,2025-05-12,Aisle 29
1484,Vanity Top,Bath,Kohler,50.69,28,8,2025-05-16,Aisle 15
1485,Garden Hose,Outdoors,Rain Bird,25.58,190,35,2025-05-13,Aisle 23
1486,Outdoor Light,Outdoors,Ortho,72.57,7,15,2025-05-22,Aisle 22
1487,Wood Fence Panel,Building Materials,Top Choice,244.64,83,21,2025-05-09,Outside Yard
1488,Wood Fence Panel,Building Materials,Top Choice,199.23,175,33,2025-05-20,Outside Yard
1489,Patio Heater,Outdoors,Flexon,156.2,19,41,2025-05-10,Aisle 15
1490,Security Camera,Home Automation,Ring,11.98,4,17,2025-05-17,Aisle 15
1491,LED Ceiling Light,Lighting,GE,180.01,35,33,2025-05-13,Aisle 12
1492,Wood Fence Panel,Building Materials,Top Choice,51.55,7,38,2025-05-20,Outside Yard
1493,Smart Thermostat,Home Automation,Ring,220.66,108,23,2025-05-21,Aisle 2
1494,Wood Fence Panel,Building Materials,Severe Weather,84.95,3,50,2025-05-16,Outside Yard
1495,Outdoor Light,Outdoors,Ortho,249.98,43,27,2025-05-20,Aisle 20
1496,Smart Lock,Home Automation,Ring,121.34,144,36,2025-05-18,Aisle 14
1497,Patio Heater,Outdoors,Ortho,80.05,127,30,2025-05-20,Aisle 13
1498,Interior Paint - Eggshell,Paint,Valspar,47.02,77,18,2025-05-10,Aisle 6
1499,Ceiling Fan,Fans,Harbor Breeze,16.37,101,37,2025-05-11,Aisle 7
1500,Sprinkler,Outdoors,Rain Bird,166.38,165,15,2025-05-10,Aisle 20
